timestamp,real,imag
0.0643007755279541,23.0,-1.0
0.0643007755279541,22.0,-1.0
0.0643007755279541,22.0,-1.0
0.0643007755279541,22.0,-1.0
0.0643007755279541,23.0,-1.0
0.0643007755279541,24.0,-1.0
0.0643007755279541,24.0,-1.0
0.0643007755279541,24.0,-2.0
0.0643007755279541,24.0,-1.0
0.0643007755279541,16.0,-1.0
0.0643007755279541,0.0,0.0
0.0643007755279541,-15.0,1.0
0.0643007755279541,-24.0,1.0
0.0643007755279541,-23.0,1.0
0.0643007755279541,-23.0,1.0
0.0643007755279541,-23.0,1.0
0.0643007755279541,-22.0,1.0
0.0643007755279541,-21.0,1.0
0.0643007755279541,-21.0,1.0
0.0643007755279541,-21.0,1.0
0.0643007755279541,-22.0,1.0
0.0643007755279541,-23.0,1.0
0.0643007755279541,-23.0,1.0
0.0643007755279541,-23.0,1.0
0.0643007755279541,-24.0,1.0
0.0643007755279541,-15.0,1.0
